Compound,CAS,MW,MW_Reference,Expocast,ExpoCast_Reference,Fub,Fub_Reference,Clint,Clint_Reference,pKa_Acceptor,pKa_Acceptor_Reference,pKa_Donor,pKa_Donor_Reference,logKow,logKow_Reference,CNS,CNS_Reference,Neutral_Form,Neutral_Form_Reference,Plasma_Conc_0,Plasma_Conc_10,Plasma_Conc_50,Plasma_Conc_90,logKlipw,logDlipw,IC10_Baseline,AC10,AC10_Top,AC10_HillSlope,AC50,Endpoint_effect,IC10,IC10_Top,IC10_HillSlope,IC50,Endpoint_cytotox,SR,TR
Benzyltrimethylammonium chloride,56-93-9,185.7,U.S. EPA CompTox Dashboard,6.29E-08,Wambaugh 2014,0.72,OPERA (0.52),3.85,OPERA (0.47),None,Sipes 2017,None,Sipes 2017,-1.87,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,6.00E-09,2.60E-08,-1.7687,-2.7687,9.352787914,9.352787914,100,1,10.30703042,Baseline,9.352787914,100,1,10.30703042,Baseline,1,1
Glycidyl trimethylammonium chloride,3033-77-0,151.63,U.S. EPA CompTox Dashboard,4.62E-08,Wambaugh 2014,0.581666667,Wambaugh 2019,1,Wambaugh 2019,None,Sipes 2017,None,Sipes 2017,-2.84,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,6.80E-08,1.14E-07,1.81E-07,-2.7484,-3.7484,11.83768614,11.83768614,100,1,12.79192865,Baseline,11.83768614,100,1,12.79192865,Baseline,1,1
Chlormequat chloride,999-81-5,158.07,U.S. EPA CompTox Dashboard,7.94E-09,Wambaugh 2014,0.64,OPERA (0.38),5.62,OPERA (0.49),None,Sipes 2017,None,Sipes 2017,-3.8,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,0,2.00E-09,-3.718,-4.718,14.93284943,14.93284943,100,1,15.88709194,Baseline,14.93284943,100,1,15.88709194,Baseline,1,1
Choline chloride,67-48-1,139.62,U.S. EPA CompTox Dashboard,6.31E-07,Wambaugh 2014,0.67,OPERA (0.48),8.43,OPERA (0.5),None,Sipes 2017,None,Sipes 2017,-3.7,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.00E-09,2.90E-08,1.36E-07,-3.617,-4.617,14.57640778,14.57640778,100,1,15.53065029,Baseline,14.57640778,100,1,15.53065029,Baseline,1,1
2-(Dimethylamino)ethyl acrylate methochloride,44992-01-0,193.67,U.S. EPA CompTox Dashboard,1.24E-07,Wambaugh 2014,0.85,OPERA (0.54),0,OPERA (0.25),None,Sipes 2017,None,Sipes 2017,-3.63,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.48E-07,2.54E-07,4.01E-07,-3.5463,-4.5463,14.33190592,14.33190592,100,1,15.28614843,Baseline,14.33190592,100,1,15.28614843,Baseline,1,1
Diallyldimethylammonium chloride,7398-69-8,161.67,U.S. EPA CompTox Dashboard,1.16E-07,Wambaugh 2014,0.86,OPERA (0.54),21.08,OPERA (0.65),None,Sipes 2017,None,Sipes 2017,-2.3,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,3.00E-09,1.30E-08,-2.203,-3.203,10.38383503,10.38383503,100,1,11.33807754,Baseline,10.38383503,100,1,11.33807754,Baseline,1,1
N-(Chloromethylidene)-N-methylmethanaminium chloride,3724-43-4,128,U.S. EPA CompTox Dashboard,1.32E-07,Wambaugh 2014,0.86,OPERA (0.56),3.88,OPERA (0.47),None,Sipes 2017,None,Sipes 2017,-3.38,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.00E-09,2.10E-08,8.10E-08,-3.2938,-4.2938,13.49124586,13.49124586,100,1,14.44548837,Baseline,13.49124586,100,1,14.44548837,Baseline,1,1
"1,1-Dimethylpiperidinium chloride",24307-26-4,149.66,U.S. EPA CompTox Dashboard,8.51E-09,Wambaugh 2014,0.65,OPERA (0.47),0,OPERA (0.64),None,Sipes 2017,None,Sipes 2017,-2.34,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.30E-08,2.20E-08,3.40E-08,-2.2434,-3.2434,10.48522814,0.160657629,100,1.520269327,0.788337536,NVS_LGIC_rNNR_BungSens,10.48522814,100,1,11.43947065,Baseline,21113999754,1
Pralidoxime chloride,51-15-0,172.61,U.S. EPA CompTox Dashboard,1.18E-07,Wambaugh 2014,1,Lombardo 2018,3.82,OPERA (0.5),-4.38,Sipes 2017,7.88,Sipes 2017,-3.04,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.00E-09,1.90E-08,6.40E-08,-2.9504,-3.9504,12.42544523,12.42544523,100,1,13.37968774,Baseline,12.42544523,100,1,13.37968774,Baseline,1,1
Cyperquat chloride,39794-99-5,205.69,U.S. EPA CompTox Dashboard,2.76E-06,U.S. EPA CompTox Dashboard,0.47,OPERA (0.36),0.17,OPERA (0.37),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-1.35,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.34E-07,1.84E-06,4.83E-06,-1.2435,-2.2435,8.239185845,8.239185845,100,1,9.193428355,Baseline,8.239185845,100,1,9.193428355,Baseline,1,1
1-Allyl-3-methylimidazolium chloride,65039-10-3,158.63,U.S. EPA CompTox Dashboard,1.32E-07,Wambaugh 2014,0.98,OPERA (0.69),6.89,OPERA (0.54),None,Sipes 2017,None,Sipes 2017,-2.94,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.00E-09,1.20E-08,4.50E-08,-2.8494,-3.8494,12.12806339,12.12806339,100,1,13.0823059,Baseline,12.12806339,100,1,13.0823059,Baseline,1,1
1-Benzyl-3-methylimidazolium chloride,36443-80-8,208.69,U.S. EPA CompTox Dashboard,1.52E-07,Wambaugh 2014,0.68,OPERA (0.48),13.97,OPERA (0.56),None,Sipes 2017,None,Sipes 2017,-2.54,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,3.00E-09,1.60E-08,-2.4454,-3.4454,11.00695133,0.962239794,95.76773928,0.610903037,2.52425938,TOX21_RT_HEK293_GLO_40hr_viability,0.962239794,95.76773928,0.610903037,2.52425938,TOX21_RT_HEK293_GLO_40hr_viability,1,11084383285
1-(2-Hydroxyethyl)-3-methylimidazolium chloride,61755-34-8,162.62,U.S. EPA CompTox Dashboard,1.20E-07,Wambaugh 2014,0.94,OPERA (0.66),13.48,OPERA (0.43),None,Sipes 2017,None,Sipes 2017,-3.39,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,5.00E-09,2.00E-08,-3.3039,-4.3039,13.52391924,13.52391924,100,1,14.47816175,Baseline,13.52391924,100,1,14.47816175,Baseline,1,1
"N,N,N-Trimethyl-3-[(2-methylacryloyl)amino]propan-1-aminium chloride",51410-72-1,220.74,U.S. EPA CompTox Dashboard,2.28E-07,Wambaugh 2014,0.86,OPERA (0.55),5.54,OPERA (0.54),None,Sipes 2017,10.84,Sipes 2017,-3.73,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.00E-09,1.40E-08,5.60E-08,-3.6473,-4.6473,14.68244961,14.68244961,100,1,15.63669212,Baseline,14.68244961,100,1,15.63669212,Baseline,1,1
(2-(Methacryloyloxy)ethyl)trimethylammonium chloride,5039-78-1,207.7,U.S. EPA CompTox Dashboard,7.27E-08,Wambaugh 2014,0.86,OPERA (0.54),30.47,OPERA (0.49),None,Sipes 2017,None,Sipes 2017,-2.99,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,1.00E-09,4.00E-09,-2.8999,-3.8999,12.27586827,12.27586827,100,1,13.23011078,Baseline,12.27586827,100,1,13.23011078,Baseline,1,1
Acetylcholine chloride,60-31-1,181.66,U.S. EPA CompTox Dashboard,1.13E-07,Wambaugh 2014,0.71,OPERA (0.48),34.52,OPERA (0.42),None,Sipes 2017,None,Sipes 2017,-3.9,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,1.00E-09,5.00E-09,-3.819,-4.819,15.29788929,15.29788929,100,1,16.2521318,Baseline,15.29788929,100,1,16.2521318,Baseline,1,1
Pranolium chloride,42879-47-0,323.86,U.S. EPA CompTox Dashboard,2.12E-07,Wambaugh 2014,0.44,OPERA (0.5),7.56,OPERA (0.58),None,Sipes 2017,None,Sipes 2017,-1.44,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,3.00E-09,1.70E-08,-1.3344,-2.3344,8.422182476,8.422182476,100,1,9.376424986,Baseline,8.422182476,100,1,9.376424986,Baseline,1,1
Methacholine chloride,62-51-1,195.69,U.S. EPA CompTox Dashboard,1.55E-07,Wambaugh 2014,0.73,OPERA (0.48),34.54,OPERA (0.42),None,Sipes 2017,None,Sipes 2017,-3.3,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,2.00E-09,7.00E-09,-3.213,-4.213,13.23264368,13.23264368,100,1,14.18688619,Baseline,13.23264368,100,1,14.18688619,Baseline,1,1
Bethanechol chloride,590-63-6,196.68,U.S. EPA CompTox Dashboard,1.45E-07,Wambaugh 2014,0.73,OPERA (0.47),4.81,OPERA (0.26),None,Sipes 2017,11.75,Sipes 2017,-3.95,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,9.00E-09,3.70E-08,-3.8695,-4.8695,15.48369817,0.29436177,-293.1185662,8.040307902,0.419476982,TOX21_RT_HEPG2_FLO_08hr_viability|TOX21_RT_HEPG2_FLO_16hr_ctrl_viability,0.29436177,-293.1185662,8.040307902,0.419476982,TOX21_RT_HEPG2_FLO_08hr_viability|TOX21_RT_HEPG2_FLO_16hr_ctrl_viability,1,1.54645E+15
Edrophonium chloride,116-38-1,201.69,U.S. EPA CompTox Dashboard,1.28E-07,Wambaugh 2014,0.82,OPERA (0.47),3.62,OPERA (0.47),None,Sipes 2017,8.55,Sipes 2017,-2.58,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.00E-09,1.40E-08,5.50E-08,-2.4858,-3.4858,11.11431389,11.11431389,100,1,12.0685564,Baseline,11.11431389,100,1,12.0685564,Baseline,1,1
"N,N-Diethyl-N-methylethanaminium chloride",10052-47-8,151.68,U.S. EPA CompTox Dashboard,1.95E-07,Wambaugh 2014,0.69,OPERA (0.57),15.88,OPERA (0.57),None,Sipes 2017,None,Sipes 2017,-2.91,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,5.00E-09,2.40E-08,-2.8191,-3.8191,12.04022232,12.04022232,100,1,12.99446483,Baseline,12.04022232,100,1,12.99446483,Baseline,1,1
Tetraethylammonium chloride,56-34-8,165.71,U.S. EPA CompTox Dashboard,3.20E-07,Wambaugh 2014,0.7,OPERA (0.57),13.58,OPERA (0.55),None,Sipes 2017,None,Sipes 2017,-2.79,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,9.00E-09,4.40E-08,-2.6979,-3.6979,11.69507252,11.69507252,100,1,12.64931503,Baseline,11.69507252,100,1,12.64931503,Baseline,1,1
Benzyltriethylammonium chloride,56-37-1,227.78,U.S. EPA CompTox Dashboard,3.10E-06,U.S. EPA CompTox Dashboard,0.5,OPERA (0.41),3.85,OPERA (0.47),None,Sipes 2017,None,Sipes 2017,-2.08,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.70E-08,1.49E-07,7.46E-07,-1.9808,-2.9808,9.843128207,9.843128207,100,1,10.79737072,Baseline,9.843128207,100,1,10.79737072,Baseline,1,1
1-Methyl-1-propylpyrrolidinium chloride,528818-82-8,163.69,U.S. EPA CompTox Dashboard,2.13E-06,U.S. EPA CompTox Dashboard,0.65,OPERA (0.47),10.71,OPERA (0.54),None,Sipes 2017,None,Sipes 2017,-2.61,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,7.00E-09,7.40E-08,3.54E-07,-2.5161,-3.5161,11.19551025,11.19551025,100,1,12.14975276,Baseline,11.19551025,100,1,12.14975276,Baseline,1,1
"N,N-Dibutyl-N-methylbutan-1-aminium chloride",56375-79-2,235.84,U.S. EPA CompTox Dashboard,2.21E-07,Wambaugh 2014,0.28,OPERA (0.47),20.39,OPERA (0.67),None,Sipes 2017,None,Sipes 2017,-1.25,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,1.00E-09,4.00E-09,-1.1425,-2.1425,8.040407859,8.040407859,100,1,8.994650368,Baseline,8.040407859,100,1,8.994650368,Baseline,1,1
1-Butyl-1-methylpyrrolidinium chloride,479500-35-1,177.72,U.S. EPA CompTox Dashboard,1.11E-07,Wambaugh 2014,0.6,OPERA (0.51),11.17,OPERA (0.56),None,Sipes 2017,None,Sipes 2017,-2.32,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,3.00E-09,1.60E-08,-2.2232,-3.2232,10.43441075,10.43441075,100,1,11.38865326,Baseline,10.43441075,100,1,11.38865326,Baseline,1,1
1-Butyl-4-methylpyridinium chloride,112400-86-9,185.7,U.S. EPA CompTox Dashboard,4.96E-06,U.S. EPA CompTox Dashboard,0.39,OPERA (0.3),7.59,OPERA (0.48),None,Sipes 2017,None,Sipes 2017,-2.56,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.20E-08,9.20E-08,5.40E-07,-2.4656,-3.4656,11.06050466,11.06050466,100,1,12.01474716,Baseline,11.06050466,100,1,12.01474716,Baseline,1,1
1-Butyl-3-methylpyridinium chloride,125652-55-3,185.7,U.S. EPA CompTox Dashboard,0.000136,U.S. EPA CompTox Dashboard,0.53,OPERA (0.36),7.58,OPERA (0.47),None,Sipes 2017,None,Sipes 2017,-2.56,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,4.28E-07,4.41E-06,2.30E-05,-2.4656,-3.4656,11.06050466,11.06050466,100,1,12.01474716,Baseline,11.06050466,100,1,12.01474716,Baseline,1,1
N-Butylpyridinium chloride,1124-64-7,171.67,U.S. EPA CompTox Dashboard,1.07E-07,Wambaugh 2014,0.51,OPERA (0.32),8.37,OPERA (0.47),None,Sipes 2017,None,Sipes 2017,-2.78,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,3.00E-09,1.70E-08,-2.6878,-3.6878,11.66675319,11.66675319,100,1,12.6209957,Baseline,11.66675319,100,1,12.6209957,Baseline,1,1
1-Butyl-2-methylpyridinium chloride,112400-85-8,185.7,U.S. EPA CompTox Dashboard,1.79E-05,U.S. EPA CompTox Dashboard,0.21,OPERA (0.41),8.41,OPERA (0.47),None,Sipes 2017,None,Sipes 2017,-2.56,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.40E-08,8.60E-08,4.82E-07,-2.4656,-3.4656,11.06050466,11.06050466,100,1,12.01474716,Baseline,11.06050466,100,1,12.01474716,Baseline,1,1
Benzyldimethyloctylammonium chloride,959-55-7,283.88,U.S. EPA CompTox Dashboard,3.84E-05,U.S. EPA CompTox Dashboard,0.39,OPERA (0.51),3.88,OPERA (0.47),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.03,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.30E-07,9.63E-07,5.44E-06,0.0897,-0.9103,5.961071086,5.961071086,100,1,6.915313596,Baseline,5.961071086,100,1,6.915313596,Baseline,1,1
Dodecyltrimethylammonium chloride,112-00-5,263.89,U.S. EPA CompTox Dashboard,5.70E-06,Wambaugh 2014,0.0362,Wambaugh 2019,15.76666667,Wambaugh 2019,None,Sipes 2017,None,Sipes 2017,0.67,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,0,1.00E-09,0.7967,-0.2033,5.014267613,0.014282628,98.82509525,1.088198593,0.795399658,NVS_ENZ_rMAOBC|NVS_GPCR_gMPeripheral_NonSelective|NVS_GPCR_hDRD1|NVS_GPCR_hDRD2s|NVS_GPCR_hM1|NVS_GPCR_hM2|NVS_GPCR_hM3|NVS_GPCR_hM4|NVS_GPCR_hM5|NVS_IC_hKhERGCh|NVS_IC_rCaBTZCHL|NVS_IC_rNaCh_site2|NVS_TR_hNET|NVS_TR_rSERT,0.459243843,38.51814886,1.686233361,1.108730203,APR_HepG2_CellLoss_24h_dn|APR_HepG2_CellLoss_72h_dn|BSK_CASM3C_Proliferation_down|BSK_SAg_Proliferation_down|BSK_hDFCGF_Proliferation_down|NCCT_MITO_viability|TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_CAR_Agonist_viabillity|TOX21_CAR_Antagonist_viability|TOX21_ESRE_BLA_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RT_HEPG2_GLO_24hr_ctrl_viability,2.785872366,35894.15799
Benzyldimethyldodecylammonium chloride,139-07-1,339.99,U.S. EPA CompTox Dashboard,1.18E-07,Wambaugh 2014,0.16,OPERA (0.58),5.4,OPERA (0.47),None,Sipes 2017,None,Sipes 2017,1.69,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,0,1.00E-09,1.8269,0.8269,3.888881416,0.596214613,93.98288927,1.372479661,1.146953217,ATG_XTT_Cytotoxicity_up|TOX21_ARE_BLA_agonist_viability|TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability|TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_ESRE_BLA_viability|TOX21_HSE_BLA_agonist_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PPARd_BLA_antagonist_viability|TOX21_PPARg_BLA_antagonist_viability|TOX21_PR_BLA_Agonist_viability|TOX21_RT_HEK293_FLO_32hr_viability|TOX21_RT_HEK293_FLO_40hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RT_HEPG2_FLO_40hr_ctrl_viability|TOX21_RT_HEPG2_GLO_16hr_ctrl_viability|TOX21_RT_HEPG2_GLO_32hr_ctrl_viability|TOX21_RT_HEPG2_GLO_40hr_viability|TOX21_VDR_BLA_antagonist_viability,0.596214613,93.98288927,1.372479661,1.146953217,ATG_XTT_Cytotoxicity_up|TOX21_ARE_BLA_agonist_viability|TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability|TOX21_CASP3_CHO_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_ESRE_BLA_viability|TOX21_HSE_BLA_agonist_viability|TOX21_PPARd_BLA_Agonist_viability|TOX21_PPARd_BLA_antagonist_viability|TOX21_PPARg_BLA_antagonist_viability|TOX21_PR_BLA_Agonist_viability|TOX21_RT_HEK293_FLO_32hr_viability|TOX21_RT_HEK293_FLO_40hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RT_HEPG2_FLO_40hr_ctrl_viability|TOX21_RT_HEPG2_GLO_16hr_ctrl_viability|TOX21_RT_HEPG2_GLO_32hr_ctrl_viability|TOX21_RT_HEPG2_GLO_40hr_viability|TOX21_VDR_BLA_antagonist_viability,1,1961.854532
"Myristyltrimethylammonium chlorideN,N,N-Trimethyltetradecan-1-aminium chloride",4/3/4574,291.95,U.S. EPA CompTox Dashboard,2.22E-05,U.S. EPA CompTox Dashboard,0.03,OPERA (0.74),17.8,OPERA (0.75),None,Sipes 2017,None,Sipes 2017,2.01,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,0,3.00E-09,2.1501,1.1501,3.588598797,3.588598797,100,1,4.542841306,Baseline,3.588598797,100,1,4.542841306,Baseline,1,1
1-Hexyl-3-methylimidazolium chloride,171058-17-6,202.73,U.S. EPA CompTox Dashboard,1.24E-07,Wambaugh 2014,0.33,OPERA (0.35),41.27,OPERA (0.42),None,Sipes 2017,None,Sipes 2017,-1.85,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,0,2.00E-09,-1.7485,-2.7485,9.307356241,9.307356241,100,1,10.26159875,Baseline,9.307356241,100,1,10.26159875,Baseline,1,1
1-Butyl-3-methylimidazolium chloride,79917-90-1,174.67,U.S. EPA CompTox Dashboard,1.28E-07,Wambaugh 2014,0.75,OPERA (0.42),41.3,OPERA (0.42),None,Sipes 2017,None,Sipes 2017,-2.87,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,1.00E-09,6.00E-09,-2.7787,-3.7787,11.92407373,11.92407373,100,1,12.87831623,Baseline,11.92407373,100,1,12.87831623,Baseline,1,1
"1-Butyl-2,3-dimethylimidazolium chloride",98892-75-2,188.7,U.S. EPA CompTox Dashboard,1.37E-07,Wambaugh 2014,0.71,OPERA (0.36),0,OPERA (0.39),None,Sipes 2017,None,Sipes 2017,-2.64,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.65E-07,2.82E-07,4.42E-07,-2.5464,-3.5464,11.27728931,11.27728931,100,1,12.23153182,Baseline,11.27728931,100,1,12.23153182,Baseline,1,1
1-Ethyl-3-methylimidazolium chloride,65039-09-0,146.62,U.S. EPA CompTox Dashboard,9.31E-08,Wambaugh 2014,0.94,OPERA (0.68),11.05,OPERA (0.34),None,Sipes 2017,None,Sipes 2017,-3.19,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,5.00E-09,2.10E-08,-3.1019,-4.1019,12.8850223,12.8850223,100,1,13.83926481,Baseline,12.8850223,100,1,13.83926481,Baseline,1,1
Chloroallyl methenamine chloride,51229-78-8,251.16,U.S. EPA CompTox Dashboard,1.64E-06,Wambaugh 2014,0.63,OPERA (0.3),0,OPERA (0.5),  4.20;  0.37; -1.89,Sipes 2017,None,Sipes 2017,1.35,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.57E-06,2.71E-06,4.44E-06,1.4835,0.4835,4.234052006,4.234052006,100,1,5.188294516,Baseline,4.234052006,100,1,5.188294516,Baseline,1,1
Methylene blue,61-73-4,319.85,U.S. EPA CompTox Dashboard,2.65E-07,Wambaugh 2014,0.426,Wambaugh 2019,12.71333333,Wambaugh 2019,2.44,Wambaugh 2019,None,Sipes 2017,1.32,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,2.00E-09,1.10E-08,1.4532,0.4532,4.265872661,-0.499447731,76.31467587,0.995765455,0.458852745,TOX21_MMP_rhodamine,0.142830362,72.55244771,1.22195771,0.827349062,ACEA_AR_antagonist_AUC_viability|ACEA_ER_AUC_viability|NCCT_HEK293T_CellTiterGLO|TOX21_ARE_BLA_agonist_viability|TOX21_AR_BLA_Antagonist_viability|TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability|TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability|TOX21_CAR_Agonist_viabillity|TOX21_CASP3_CHO_viability|TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2_viability|TOX21_ERb_BLA_Antagonist_viability|TOX21_HDAC_Inhibition_viability|TOX21_PGC_ERR_viability|TOX21_RT_HEK293_GLO_08hr_viability|TOX21_RT_HEK293_GLO_16hr_viability|TOX21_RT_HEK293_GLO_24hr_viability|TOX21_RT_HEK293_GLO_32hr_viability|TOX21_RT_HEK293_GLO_40hr_viability|TOX21_RT_HEPG2_GLO_24hr_ctrl_viability|TOX21_RT_HEPG2_GLO_32hr_ctrl_viability|TOX21_RT_HEPG2_GLO_40hr_viability|TOX21_p53_BLA_p1_viability|TOX21_p53_BLA_p4_viability,4.388115934,13275.23749
Carpronium chloride,13254-33-6,195.69,U.S. EPA CompTox Dashboard,1.39E-07,Wambaugh 2014,0.73,OPERA (0.48),0,OPERA (0.25),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-3.41,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.61E-07,2.76E-07,4.35E-07,-3.3241,-4.3241,13.5895001,13.5895001,100,1,14.54374261,Baseline,13.5895001,100,1,14.54374261,Baseline,1,1
Tetramethylolphosphonium chloride,124-64-1,190.56,U.S. EPA CompTox Dashboard,2.86E-07,Wambaugh 2014,0.91,OPERA (0.61),0,OPERA (0.48),None,Sipes 2017,None,Sipes 2017,-3.94,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.49E-07,6.00E-07,9.43E-07,-3.8594,-4.8594,15.44635903,15.44635903,100,1,16.40060154,Baseline,15.44635903,100,1,16.40060154,Baseline,1,1
Iron(III) citrate,3522-50-7,244.944,U.S. EPA CompTox Dashboard,2.71E-07,U.S. EPA CompTox Dashboard,0.86,OPERA (0.68),0,OPERA (0.42),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-1.42,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.60E-07,4.48E-07,7.07E-07,-1.3142,-2.3142,8.381176627,8.381176627,100,1,9.335419136,Baseline,8.381176627,100,1,9.335419136,Baseline,1,1
Gadoteridol,120066-54-8,558.69,U.S. EPA CompTox Dashboard,4.05E-07,Wambaugh 2014,0.96,OPERA (0.66),3.41,OPERA (0.45),  9.19;  7.76;  4.66,Sipes 2017,  2.51;  2.06;  1.69,Sipes 2017,-1.21,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.00E-09,1.70E-08,6.50E-08,-1.1021,-2.1021,7.962213873,7.962213873,100,1,8.916456382,Baseline,7.962213873,100,1,8.916456382,Baseline,1,1
4-O-alpha-D-Glucopyranosyl-D-glucitol,585-88-6,344.313,U.S. EPA CompTox Dashboard,1.39E-06,U.S. EPA CompTox Dashboard,0.75,OPERA (0.4),0,OPERA (0.29),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-5.14,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,1,ACD/Labs GALAS,0,9.18E-07,1.57E-06,2.47E-06,-5.0714,-5.0714,16.24909137,16.24909137,100,1,17.20333388,Baseline,16.24909137,100,1,17.20333388,Baseline,1,1
Tylosin,1401-69-0,916.112,U.S. EPA CompTox Dashboard,2.21E-07,U.S. EPA CompTox Dashboard,0.65,OPERA (0.44),26.71,OPERA (0.3),7.75,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.7,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.31,ACD/Labs GALAS,0,0,0,2.00E-09,1.837,1.41563921,3.358463984,3.358463984,100,1,4.312706493,Baseline,3.358463984,100,1,4.312706493,Baseline,1,1
