Compound,CAS,log_Benchmark_concentration,Activity_level,Concentrations,Responses,Endpoint,Reference,Is_viability
Famoxadone,131807-57-3,1.461228322,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-7.323,2.825,-0.62,0,-3.904,0.461,-2.166,1.632,0.438,-1.176,-3.587,1.99,1.619,-10.539,-4.185,2.292,0.515,-0.356,2.976,1.322,0.62,11.44,1.413,-2.14,-1.902,1.64,-2.13,-1.414,16.993,-0.779,-0.0361,2.069,3.464,4.54,-2.47,0.348,5.869,3.44,-3.018,53.101,37.083,",TOX21_HSE_BLA_agonist_viability,U.S. EPA ToxCast M4ID: 18804430,TRUE
Famoxadone,131807-57-3,1.693383949,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","12.842,1.29,-0.845,4.503,-0.0698,6.462,0.0825,3.539,0.432,-0.419,0.48,-0.414,1.2,0.196,-0.17,0.294,0.787,3.144,0.839,1.361,-0.816,-1.847,8.151,1.982,0.0157,-3.525,3.126,2.008,-2.376,-5.17,2.818,-0.552,2.471,10.525,16.162,7.571,9.702,12.434,5.455,9.31,21.831,20.8,31.826,42.394,43.05",TOX21_PGC_ERR_viability,U.S. EPA ToxCast M4ID: 34978239,TRUE
Famoxadone,131807-57-3,1.628531968,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-5.3,-1.987,-4.75,-3.944,6.004,-0.961,-1.774,-3.637,-0.146,-2.528,-9.017,28.805,-5.47,1.492,-1.049,10.843,-5.092,2.013,6.101,-7.744,-19.757,-2.109,-8.549,26.82,20.298,-0.546,-15.668,-3.654,-3.883,-5.28,5.185,8.553,-10.607,-0.225,-5.192,8.722,28.09,15.452,",TOX21_PPARd_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 18956923,TRUE
Famoxadone,131807-57-3,1.604819831,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-10.378,-5.519,-3.132,1.012,13.333,1.513,-3.789,15.476,1.254,-4.084,-8.937,-9.718,15.471,14.468,1.204,11.473,-3.82,3.004,-5.23,11.993,15.603,1.893,21.129,-23.251,-9.627,0.209,6.577,-2.877,21.212,-2.662,9.881,-10.513,-12.188,-1.86,21.271,18.452,16.184,0.55",TOX21_PPARd_BLA_antagonist_viability,U.S. EPA ToxCast M4ID: 18973843,TRUE
Famoxadone,131807-57-3,1.394276527,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-5.268,-21.863,3.626,-10.294,-23.996,5.674,2.244,-19.683,11.114,2.015,11.814,10.946,1.926,-1.543,0.369,18.706,-7.693,10.429,3.888,3.73,-2.138,-15.122,-4.253,6.619,18.686,-9.183,13.346,0.393,-18.03,33.929,29.362,9.89,29.057,22.382,12.592,30.232,29.029,44.1",TOX21_PPARg_BLA_antagonist_viability,U.S. EPA ToxCast M4ID: 19010745,TRUE
Famoxadone,131807-57-3,1.788430001,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","2.986,12.311,3.789,7.281,-12.455,5.444,5.053,2.382,-8.177,-4.755,-20.647,1.247,4.683,-1.885,-0.966,-3.064,15.775,-17.816,-9.048,3.349,-9.207,3.052,3.928,-18.146,0,2.864,-30.081,-16.146,-23.325,-34.951,-58.951,-47.811,-47.085,-70.55,-65.255,-54.715,-63.259,-50.948,-34.623,-11.889,1.211,15.037,41.703,32.649,47.117",TOX21_PR_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 35361241,TRUE
Famoxadone,131807-57-3,1.641692195,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-1.43,8.633,10.473,8.321,5.843,-7.674,3.09,-10.4,0.93,3.487,-15.479,-9.831,0.0667,0.372,11.654,0.649,7.376,-0.898,6.667,10.758,-0.707,-6.986,-13.225,-4.857,-7.833,2.041,-11.443,-16.682,-8.51,-0.271,-14.21,-6.939,-36.814,-36.819,0,-6.811,-40.987,-7.703,0.7",TOX21_PR_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 35399918,TRUE
Famoxadone,131807-57-3,1.488226285,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","0.182,1.236,2.614,0.295,0.77,3.456,1.73,-1.288,4.85,2.807,0.118,2.654,3.109,0.572,2.713,1.83,3.15,3.128,3.57,2.667,7.492,-0.885,3.889,3.259,1.152,-1.162,3.823,0.269,2.482,1.548,6.566,12.1,71.712,18.354,20.336,23.143,35.649,27.911,34.273,59.818,56.825,54.823,83.374,80.135,80.27",TOX21_PXR_viability,U.S. EPA ToxCast M4ID: 35452055,TRUE
Famoxadone,131807-57-3,1.627560426,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-0.919,0.695,-0.072,-2.475,1.585,-1.31,-0.159,1.427,1.297,0.313,0.318,-1.973,-4.084,-1.081,0.726,0.0872,0.0936,3.062,6.089,0.318,-0.00387,0.638,0.924,-0.744,1.266,3.147,0.676,3.16,2.01,2.791,1.805,-1.11,2.077,6.384,7.23,-3.393,12.596,-2.491,11.799,16.201,",TOX21_RAR_LUC_Agonist_viability,U.S. EPA ToxCast M4ID: 19403772,TRUE
Famoxadone,131807-57-3,1.803491257,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","0.709,-8.379,-0.494,3.675,-1.252,-0.741,2.701,6.382,-0.287,-0.0962,-0.41,-7.283,4.33,1.484,-1.254,4.189,-12.782,-0.00557,-1.252,-2.199,-1.512,1.095,-7.384,0.356,0.535,-13.2,-0.093,6.855,2.773,6.303,-8.054,8.369,6.713,2.299,14.39,6.731,37.644,29.587,10.972,23.326,16.36,36.239,66.481,92.004,73.865",TOX21_RORg_LUC_CHO_Antagonist_viability,U.S. EPA ToxCast M4ID: 34529662,TRUE
Famoxadone,131807-57-3,1.746634199,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-1.727,-0.388,2.901,-1.293,-0.186,2.236,-1.692,0.103,0.0288,-2.963,-0.707,2.522,4.214,4.11,63.442",TOX21_RT_HEK293_FLO_08hr_viability,U.S. EPA ToxCast M4ID: 34997580,TRUE
Famoxadone,131807-57-3,1.733502208,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-7.874,6.748,2.073,-6.907,0.0576,6.381,0.309,0.761,-0.791,-0.974,1.355,-1.24,1.122,3.267,34.88",TOX21_RT_HEK293_FLO_16hr_viability,U.S. EPA ToxCast M4ID: 35003461,TRUE
Famoxadone,131807-57-3,1.754745747,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-11.211,7.557,1.524,-8.178,-0.0823,4.007,1.801,1.834,-2.405,-2.534,0.671,3.667,1.523,3.286,62.187",TOX21_RT_HEK293_FLO_24hr_viability,U.S. EPA ToxCast M4ID: 35013131,TRUE
Famoxadone,131807-57-3,1.750137968,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-11.735,6.192,0.8,-8.652,-5.719,1.257,-0.797,0.0968,-1.475,-7.989,1.51,3.344,1.683,5.368,86.421",TOX21_RT_HEK293_FLO_32hr_viability,U.S. EPA ToxCast M4ID: 35022801,TRUE
Famoxadone,131807-57-3,1.613270841,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-12.487,6.052,1.539,-10.033,-6.222,1.563,-4.627,0.834,-1.121,-9.857,1.547,3.921,-0.692,7.026,92.271",TOX21_RT_HEK293_FLO_40hr_viability,U.S. EPA ToxCast M4ID: 35032471,TRUE
Famoxadone,131807-57-3,1.816208146,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-3.086,-6.651,-6.363,-3.344,-2.665,-3.49,-1.178,0.894,-0.754,-0.833,-6.243,-0.373,-7.983,-7.274,34.423",TOX21_RT_HEK293_GLO_08hr_viability,U.S. EPA ToxCast M4ID: 35051811,TRUE
Famoxadone,131807-57-3,1.485735619,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-4.16,0.232,-9.199,-5.44,-1.791,-0.615,-2.121,2.674,1.573,1.173,-3.639,-4.313,2.029,22.56,48.635",TOX21_RT_HEK293_GLO_16hr_viability,U.S. EPA ToxCast M4ID: 35061481,TRUE
Famoxadone,131807-57-3,1.573486611,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-2.901,-4.629,-7.75,1.219,1.39,-1.621,-1.415,1.543,-0.958,-2.314,0.312,-3.45,15.884,25.691,58.158",TOX21_RT_HEK293_GLO_24hr_viability,U.S. EPA ToxCast M4ID: 35071151,TRUE
Famoxadone,131807-57-3,1.612730891,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-6.801,0.75,-11.131,-0.581,0.23,-0.103,1.84,0.525,-1.675,-2.211,-2.173,0.228,13.671,21.505,58.94",TOX21_RT_HEK293_GLO_32hr_viability,U.S. EPA ToxCast M4ID: 35080821,TRUE
Famoxadone,131807-57-3,1.619239463,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-6.346,2.048,-7.774,-4.376,1.352,0.909,2.387,0.574,-0.351,-2.68,-0.92,-0.921,17.401,22.123,64.563",TOX21_RT_HEK293_GLO_40hr_viability,U.S. EPA ToxCast M4ID: 35090491,TRUE
Famoxadone,131807-57-3,1.678245152,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-1.408,1.506,1.86,1.743,0.917,-0.936,0.718,-0.879,-0.821,-0.39,0.852,0.682,1.518,8.108,62.164",TOX21_RT_HEPG2_FLO_08hr_viability,U.S. EPA ToxCast M4ID: 35113620,TRUE
Famoxadone,131807-57-3,1.81580347,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-1.991,1.762,5.721,-1.646,1.776,0.215,1.701,0.0703,-1.632,1.284,4.915,0.805,-1.251,-0.941,54.82",TOX21_RT_HEPG2_FLO_16hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35123290,TRUE
Famoxadone,131807-57-3,1.654571176,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-1.235,4.252,10.172,-0.7,0.922,0.551,1.077,0.906,-4.297,0.433,4.559,2.061,-0.305,3.594,96.537",TOX21_RT_HEPG2_FLO_24hr_viability,U.S. EPA ToxCast M4ID: 35132960,TRUE
Famoxadone,131807-57-3,1.632791236,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-1.434,3.568,9.512,-1.134,1.367,0.0723,0.821,1.107,-1.593,-1.076,4.174,2.679,0.00274,7.224,133.185",TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35142630,TRUE
Famoxadone,131807-57-3,1.747831139,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-4.763,4.67,9.972,-1.62,1.303,0.724,1.051,0.118,-0.822,-1.633,4.822,1.61,1.821,10.289,150.764",TOX21_RT_HEPG2_FLO_40hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35152300,TRUE
Famoxadone,131807-57-3,1.544229324,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-4.647,-3.087,0.336,1.16,-1.451,-0.764,-0.164,-2.538,0.0108,0.852,-5.296,-8.706,0.557,12.02,53.286",TOX21_RT_HEPG2_GLO_08hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35171640,TRUE
Famoxadone,131807-57-3,1.549640741,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-2.858,-2.633,0.353,-0.493,-1.979,-0.393,-1.908,-1.197,0.843,-0.815,-3.777,-4.059,-1.627,11.294,53.714",TOX21_RT_HEPG2_GLO_16hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35181310,TRUE
Famoxadone,131807-57-3,1.55025282,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-1.732,-1.307,-0.793,0.697,0.426,-0.0817,-1.515,0.0178,0.291,0.0942,-2.87,-1.784,-0.722,10.662,51.34",TOX21_RT_HEPG2_GLO_24hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35442386,TRUE
Famoxadone,131807-57-3,1.576893946,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-0.647,-1.837,-0.258,-0.0918,0.509,0.786,-1.795,-0.788,-0.0028,0.818,-1.207,-0.921,-0.494,6.579,47.568",TOX21_RT_HEPG2_GLO_32hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35190980,TRUE
Famoxadone,131807-57-3,1.788444138,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","-0.857,-0.818,0.576,-0.644,-1.607,-0.978,-0.784,-0.156,-0.373,-1.285,0.36,6.075,-1.569,0.183,40.763",TOX21_RT_HEPG2_GLO_40hr_viability,U.S. EPA ToxCast M4ID: 35200650,TRUE
Famoxadone,131807-57-3,1.504769804,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-5.824,2.065,-1.967,10.754,-9.961,1.018,-1.521,-0.129,-6.426,-4.064,-0.931,-11.623,1.121,0.488,-3.554,3.212,-4.124,-3.898,3.106,-0.344,-0.634,-0.761,-1.667,0.511,0.342,-2.086,-1.662,0.0881,1.573,8.198,-0.406,2.586,-0.842,1.361,-1.573,-2.421,21.12,9.197,7.",TOX21_RXR_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 34587677,TRUE
Famoxadone,131807-57-3,1.72314359,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","1.371,-1.025,4.361,0.919,-0.812,0.525,5.984,-5.172,-9.742,16.551,-1.741,-0.0887,-0.35,-1.489,6.065,18.419,-11.001,-2.322,12.998,3.772,0.44,-5.192,-2.134,-3.292,6.645,4.273,14.289,29.31,19.928,1.674,1.34,0.474,17.741,5.874,13.117,26.921,1.013,17.7,33.298,1.86,21.523,27.525,39.57,50.328,29.399",TOX21_SBE_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 35597088,TRUE
Famoxadone,131807-57-3,1.474303697,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","0.0622,-0.884,-4.994,25.666,-12.227,2.873,-2.36,-2.425,2.84,9.401,-2.406,-8.703,-2.192,-1.204,-3.772,-2.662,-11.499,11.625,-3.889,-5.507,2.054,1.989,0.669,-4.214,0.12,3.649,0.575,-6.88,-1.773,4.278,-4.285,-0.75,1.648,-0.281,14.443,18.211,22.085,43.666,5.075,20.745,16.724,30.35,32.217,42.583,38.754",TOX21_SBE_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 35558412,TRUE
Famoxadone,131807-57-3,1.87588853,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","4.049,3.182,2.373,3.161,0.739,0.855,1.391,-0.705,-2.587,2.876,0.719,-3.35,0.211,-0.508,-1.548,1.741,-0.572,0.818,0.553,1.293,3.127,3.232,3.207,-0.283,1.765,2.357,-1.082,-0.933,0.904,3.22,-0.415,-9.48,-3.031,-4.218,-7.024,-2.385,-4.479,-8.208,-7.107,-2.483,1.151,1.986,53.604,62.198,63.339",TOX21_SSH_3T3_GLI3_Agonist_viability,U.S. EPA ToxCast M4ID: 35216201,TRUE
Famoxadone,131807-57-3,1.811990336,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","3.512,0.657,0.766,4.88,0.928,-0.00033,-0.425,2.681,-0.531,0.281,-0.174,2.959,-0.891,3.553,4.932,0.414,1.894,2.879,-3.404,-1.07,-2.272,-0.414,-3.094,-4.256,1.862,2.969,-3.942,-1.396,-1.84,-4.934,-1.448,-10.519,-4.91,-16.203,-8.255,-2.153,-6.115,-2.312,-20.775,-13.219,8.728,0.811,61.946,75.285,43.642",TOX21_SSH_3T3_GLI3_Antagonist_viability,U.S. EPA ToxCast M4ID: 35235540,TRUE
Famoxadone,131807-57-3,1.469218,50,"0.001,0.004,0.01,0.04,0.1,0.3,1,3,9,30,80","-5.98,-0.193,-3.063,-0.998,0.338,-3.05,-2.877,2.129,12.815,31.505,55.524",TOX21_TRB_BLA_Antagonist_Followup_viability,U.S. EPA ToxCast M4ID: 23195905,TRUE
Famoxadone,131807-57-3,1.590942096,50,"0.001,0.001,0.001,0.003,0.006,0.003,0.006,0.006,0.01,0.03,0.01,0.01,0.07,0.03,0.03,0.07,0.1,0.07,0.1,0.3,0.1,0.3,0.7,0.3,2,0.7,0.7,4,2,2,4,8,4,20,8,8,40,20,20,40,90,40,90,90","14.913,12.819,1.584,3.365,1.634,17.057,27.542,1.485,-19.346,19.366,-14.444,7.902,15.117,0.0385,-0.219,-0.505,-8.434,0.056,1.734,6.048,-11.421,-1.858,10.466,-6.255,14.991,6.514,7.862,-5.396,23.791,29.577,17.199,35.217,31.362,43.883,47.757,16.575,45.217,40.847,11.019,15.25,93.14,62.184,64.877,88.19",TOX21_TR_LUC_GH3_Antagonist_viability,U.S. EPA ToxCast M4ID: 18708136,TRUE
Famoxadone,131807-57-3,1.626001424,50,"0.001,0.001,0.001,0.004,0.004,0.004,0.01,0.01,0.01,0.04,0.04,0.04,0.1,0.1,0.1,0.3,0.3,0.3,1,1,1,3,3,3,9,9,9,30,30,30,80,80,80","0.614,-8.587,-1.723,-12.712,-11.467,0.697,-13.555,-5.673,-6.252,-1.568,-7.228,-6.183,-5.685,-8.151,-3.332,-6.49,-3.732,-9.701,-3.432,-2.074,-5.872,-1.881,-12.633,0.822,-3.695,4.264,13.795,19.645,13.921,21.483,44.38,47.454,43.516",TOX21_TR_RXR_BLA_Antagonist_Followup_viability,U.S. EPA ToxCast M4ID: 23197694,TRUE
Famoxadone,131807-57-3,1.724611703,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","3.971,2.115,-0.979,0.651,-5.12,3.708,-5.816,3.445,0.724,0.645,3.449,1.616,5.225,4.767,1.001,1.108,-1.128,0.731,5.559,-1.633,17.552,13.776,10.442,17.143,11.449,25.313,13.137,19.814,26.118,18.273,26.211,21.451,17.18,22.919,21.86,27.709,28.206,33.242,26.422,39.621,44.336,47.011,79.609,60.964,52.681",TOX21_VDR_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 19067620,TRUE
Famoxadone,131807-57-3,1.627560426,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","4.427,-5.345,-9.793,15.826,-2.669,-7.592,1.326,11.457,2.519,-11.998,-7.49,5.669,0.0829,-3.365,4.571,-1.77,0.141,-8.352,2.887,-5.955,2.813,-6.514,-9.603,-2.347,-3.956,-11.525,10.374,-4.129,-6.979,13.061,10.832,-7.644,1.969,-7.294,-2.511,-7.145,-3.025,22.445,17.664,0.672,26.451,21.538,69.757,58.784,54.592",TOX21_VDR_BLA_antagonist_viability,U.S. EPA ToxCast M4ID: 19089329,TRUE
Famoxadone,131807-57-3,1.342047446,50,"0.001,0.003,0.006,0.01,0.03,0.07,0.1,0.3,0.7,2,4,8,20,40,90","0.103,7.105,-3.185,0.632,-2.778,1.15,1.488,-1.968,0.4,7.297,15.019,14.558,19.518,12.881,37.65",TOX21_p53_BLA_p4_viability,U.S. EPA ToxCast M4ID: 19260563,TRUE
Famoxadone,131807-57-3,0.795462894,50,"0.4,0.8,2,3,6,10,20,50,100,200","-0.0988,-0.0705,0.0118,0.119,0.454,0.97,1.273,0.991,0.677,1.063",APR_HepG2_MitoMembPot_24h_dn,U.S. EPA ToxCast M4ID: 30173619,FALSE
Famoxadone,131807-57-3,0.653309013,50,"0.1,0.1,0.1,0.3,0.3,0.3,1,1,1,3,3,3,10,10,10,30,30,30,100,100,100","-0.0305,0.019,-0.012,-0.0456,-0.0226,-0.0384,-0.00706,-0.0109,0.0165,0.121,0.275,0.0939,0.42,0.352,0.39,0.378,0.447,0.465,0.39,0.465,0.457",NCCT_MITO_basal_resp_rate_OCR_dn,U.S. EPA ToxCast M4ID: 30009244,FALSE
Famoxadone,131807-57-3,0.44294987,50,"0.1,0.1,0.1,0.3,0.3,0.3,1,1,1,3,3,3,10,10,10,30,30,30,100,100,100","0.139,0.00581,0.02,0.0971,0.0658,0.0622,0.121,0.113,0.0653,0.489,0.347,0.344,0.606,0.657,0.584,0.689,0.666,0.64,0.663,0.681,0.679",NCCT_MITO_max_resp_rate_OCR_dn,U.S. EPA ToxCast M4ID: 30009791,FALSE
Famoxadone,131807-57-3,0.617524535,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-15.548,-1.518,2.231,17.967,-10.709,2.103,2.76,-3.11,3.116,0.488,9.11,-0.448,-4.216,4.529,-35.943,1.216,10.638,-2.691,-1.303,0.207,6.566,6.889,13.062,4.685,19.369,22.23,5.323,26.968,21.848,23.264,56.447,40.981,47.831,77.05,57.173,69.432,88.581,82.921,95.5",TOX21_MMP_ratio_down,U.S. EPA ToxCast M4ID: 18618367,FALSE
Famoxadone,131807-57-3,0.56014584,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-4.282,-14.766,0.0854,-13.289,-0.336,15.763,4.229,0.816,0.341,9.947,-11.284,2.223,-0.709,1.315,-14.162,0.437,6.417,0.64,-3.089,-0.396,3.114,7.55,5.863,16.432,30.997,26.792,10.637,27.704,32.087,23.539,61.683,41.429,44.94,51.986,67.077,76.133,79.727,97.813,",TOX21_MMP_rhodamine,U.S. EPA ToxCast M4ID: 18632789,FALSE
Tibrofan,15686-72-3,1.573880686,50,"0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","1.64,0.0308,3.146,-1.193,1.298,1.405,2.554,-0.103,-0.0429,0.114,-0.325,-1.56,1.092,0.992,1.581,0.725,2.954,0.745,0.0586,-0.624,1.494,0.127,4.85,1.797,0.364,7.755,9.469,6.329,15.906,12.178,13.989,22.21,23.982,17.84,38.409,52.96,79.944,81.797,72.166,107.513,160.06,194.831,132.659",TOX21_MMP_fitc,U.S. EPA ToxCast M4ID: 18605722,FALSE
Tibrofan,15686-72-3,-0.132532512,50,"0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-11.885,5.715,-18.19,2.312,-0.108,1.775,-0.613,-2.565,-6.641,1.805,-2.628,-4.07,-3.821,-0.629,1.895,2.751,-1.981,-4.532,-6.459,-2.682,-13.644,15.425,11.785,12.924,6.757,56.426,58.497,58.116,72.393,88.42,98.003,101.507,91.117,96.221,101.438,99.623,108.989,",TOX21_MMP_ratio_down,U.S. EPA ToxCast M4ID: 18615009,FALSE
